"","x"
"1",0.35867806478836
"2",0.637021565845807
"3",0.483798007217074
"4",0.435574998702471
"5",0.295295823844888
"6",0.212601836996644
"7",0.271662353746909
"8",0.33737802686221
"9",0.37759531042406
"10",0.201581786298139
"11",0.49639372663777
"12",0.545850173384932
"13",0.280609609445924
"14",0.61748716490975
"15",0.348787722411005
"16",0.354340291582355
"17",0.354537186396852
"18",0.578946437130937
"19",0.344441038715625
"20",0.385985835954436
"21",0.387402608760835
"22",0.339198226061488
"23",0.507987990723357
"24",0.463261112083516
"25",0.259686700607069
"26",0.394463042713214
"27",0.393923788018988
"28",0.38122001517236
"29",0.398517104684384
"30",0.471734366954171
"31",0.370159362146217
"32",0.243972883966451
"33",0.360453839121275
"34",0.281591694694815
"35",0.396091360446834
"36",0.289747925917463
"37",0.380215604591711
"38",0.3064064019384
"39",0.425054036995078
"40",0.377005108931806
"41",0.34835281204839
"42",0.475417168089608
"43",0.400954255111832
"44",0.480268093516494
"45",0.306910544943196
"46",0.460558606648813
"47",0.43398408282179
"48",0.52723415863271
"49",0.440613088333383
"50",0.38882586687168
"51",0.380776343521978
"52",0.569295108000911
"53",0.354337068286768
"54",0.73562738763682
"55",0.508275048299986
"56",0.511916791319863
"57",0.31588502748712
"58",0.319331039420096
"59",0.404991391863145
"60",0.446600404067819
"61",0.439205727205311
"62",0.523096537269387
"63",0.369267469061063
"64",0.369500888110943
"65",0.386965576281993
"66",0.544945312124008
"67",0.317324794447463
"68",0.344863607418417
"69",0.264142873340467
"70",0.463573146167029
"71",0.381401629318667
"72",0.422974780400463
"73",0.3471249311113
"74",0.258646218624248
"75",0.269263051275747
"76",0.571934516889001
"77",0.226928227543997
"78",0.537402103352531
"79",0.317587159988942
"80",0.361345482439526
"81",0.360860529672422
"82",0.739803589876104
"83",0.416823209267491
"84",0.31826884272169
"85",0.327133685476797
"86",0.49011558365382
"87",0.613178652535572
"88",0.308215910824386
"89",0.337750680829721
"90",0.29140828081696
"91",0.542611445642592
"92",0.49810590398853
"93",0.449108374181013
"94",0.465899015935024
"95",0.456141638635943
"96",0.384455135978195
"97",0.535464145233504
"98",0.497342682487807
"99",0.395213895668343
"100",0.321028232680124
"101",0.241089242278653
"102",0.3470273565768
"103",0.510317502917613
"104",0.369302442057221
"105",0.40619083844114
"106",0.449195346971723
"107",0.393598311043179
"108",0.448941144797012
"109",0.398540519133733
"110",0.292368966279307
"111",0.333306567148883
"112",0.366050335871362
"113",0.360661572075727
"114",0.271655705983587
"115",0.36691631287265
"116",0.225129161228625
"117",0.269131146955179
"118",0.438472796073677
"119",0.396539517756687
"120",0.581188943035677
"121",0.457694364884104
"122",0.374487573206488
"123",0.3996952832294
"124",0.330206343245373
"125",0.275127715403707
"126",0.410889413260018
"127",0.392403861115338
"128",0.26963985395028
"129",0.587051445205372
"130",0.291812145517807
"131",0.223368429314899
"132",0.427942885688886
"133",0.388925213969799
"134",0.46119256343885
"135",0.528708412586622
"136",0.449076515576381
"137",0.303068174347705
"138",0.450922775569783
"139",0.397020322077656
"140",0.400566351681558
"141",0.396615200802948
"142",0.375584339330879
"143",0.348756365547589
"144",0.64356892070196
"145",0.598339290865388
"146",0.341179255160056
"147",0.451663669151006
"148",0.4567261702865
"149",0.319593792687983
"150",0.537248575497402
"151",0.233552859278192
"152",0.42954582745575
"153",0.398768319725981
"154",0.364701370552274
"155",0.410248413870677
"156",0.723476422462074
"157",0.591043828281733
"158",0.266563274583243
"159",0.329387412597462
"160",0.253367522434167
"161",0.372466605043757
"162",0.297017526331691
"163",0.476884390778052
"164",0.580701492169048
"165",0.558077317280108
"166",0.417828025346594
"167",0.350307949426993
"168",0.385659733908037
"169",0.298235523622467
"170",0.322412969167686
"171",0.61677761607606
"172",0.527631085803044
"173",0.351589265106042
"174",0.419463291983862
"175",0.245695866819746
"176",0.255485123033117
"177",0.475810551325985
"178",0.682905198714851
"179",0.303976317106203
"180",0.419628123777132
"181",0.223366261282593
"182",0.520586559851111
"183",0.413901924241501
"184",0.432980854731129
"185",0.309061716487478
"186",0.428310119036748
"187",0.347470080910201
"188",0.432541282236822
"189",0.448674921789181
"190",0.421961679991951
"191",0.300278752741502
"192",0.49431916076589
"193",0.308265225845884
"194",0.245383475818708
"195",0.662105441690329
"196",0.363069730045673
"197",0.732543575428377
"198",0.47967727614176
"199",0.374885718560205
"200",0.597496036611844
"201",0.502607068281237
"202",0.490775826106992
"203",0.491090352323293
"204",0
"205",0.232467705177228
"206",0.358275022939882
"207",0.352638154056457
"208",0.621898958570731
"209",0.459284737801718
"210",0.246012737253094
"211",0.282717879108477
"212",0.359054351534792
"213",0.322067962982108
"214",0.31305951447839
"215",0.400566761489284
"216",0.433847309375446
"217",0.388039648803387
"218",0.413298831548501
"219",0.218493350499157
"220",0.384518614612711
"221",0.472800277807569
"222",0.404671233327363
"223",0.296448775041184
"224",0.334782409472742
"225",0.623573184561338
"226",0.305025430354321
"227",0.643911089262962
"228",0.505785594600082
"229",0.347769887032071
"230",0.428720932988097
"231",0.539406510310292
"232",0.733549950285739
"233",0.476236744191242
"234",0.544297743582237
"235",0.32465696440657
"236",0.47696447368687
"237",0.481237844910579
"238",0.624567140645363
"239",0.653861863176605
"240",0.550322713520803
"241",0.618278840400256
"242",0.285303091721011
"243",0.301708690499437
"244",0.34704790437045
"245",0.655328494695228
"246",0.476304531323256
"247",0.239426318812061
"248",0.329201888757874
"249",0.293507851587478
"250",0.528163550373988
"251",0.251953459926829
"252",0.347614488197189
"253",0.447165558584893
"254",0.319204781752781
"255",0.438568825331209
"256",0.340630212838168
"257",0.489764037847618
"258",0.409872474267113
"259",0.424844931067019
"260",0.329055132142624
"261",0.416987500038736
"262",0.546997267445874
"263",0.375531332415755
"264",0.445099051090876
"265",0.5546983598857
"266",0.308135578125636
"267",0.257264786744888
"268",0.676595489342533
"269",0.520564008213434
"270",0.483805621615682
"271",0.233164086261729
"272",0.452981478140802
"273",0.449942480534107
"274",0.41652530805434
"275",0.525726403926247
"276",0.233293008294041
"277",0.372669153016054
"278",0.470931986676411
"279",0.537574527134287
"280",0.542768488480041
"281",0.242745163980933
"282",0.364492568229627
"283",0.532625240075307
"284",0.327383164744222
"285",0.344186955699361
"286",0.323025068511907
"287",0.233986684422975
"288",0.386814179144234
"289",0.502986092341101
"290",0.263921251442928
"291",0.256135969676328
"292",0.293171661467216
"293",0.305598470659097
"294",0.446792864812114
"295",0.497061308526936
"296",0.377357668899309
"297",0.435174111770587
"298",0.282366724882033
"299",0.474925902250702
"300",0.335900163594386
"301",0.615750191229495
"302",0.671237459210856
"303",0.682336665112741
"304",0.360572355471226
"305",0.389048576229296
"306",0.414769467800787
"307",0.574807980687711
"308",0.6933663477971
"309",0.310456309574212
"310",0.319712566927068
"311",0.677884840761359
"312",0.389482363807095
"313",0.560674205100426
"314",0.278505725020138
"315",0.672212131370828
"316",0.271322727924078
"317",0.570096459150005
"318",0.445413158208894
"319",0.466327028527236
"320",0.247593656062512
"321",0.420337793570033
"322",0.741918111505316
"323",0.532039304303298
"324",0.381898904858809
"325",0.719077686958179
"326",0.535519038300938
"327",0.357404850037499
"328",0.633419575415033
"329",0.441271886299368
"330",0.281682175669937
"331",0.400969305853766
"332",0.453035741528395
"333",0.577815228040892
"334",0.328339735290314
"335",0.583599019216861
"336",0.717425108956516
"337",0.47763931386133
"338",0.451786954485334
"339",0.19357646785005
"340",0.720479682712337
"341",0.396027110850121
"342",0.516245124409607
"343",0.436699449241208
"344",0.673296396929598
"345",0.404383544961499
"346",0.35956442346791
"347",0.369000262637155
"348",0.40488547550826
"349",0.468329928718647
"350",0.26879068237789
"351",0.400150712518683
"352",0.720942623399807
"353",0.486881309061122
"354",0.710529989055163
"355",0.699571391198727
"356",0.582127510963599
"357",0.257814640956934
"358",0.438116741069534
"359",0.465547687135174
"360",0.47916408715029
"361",0.354226982069201
"362",0.447318107530165
"363",0.432814436221387
"364",0.363633621945028
"365",0.347934035591442
"366",0.564010902435424
"367",0.260425908624627
"368",0.232530418117182
"369",0.375634420954527
"370",0.505552865625007
"371",0.653195959899253
"372",0.295180103255063
"373",0.415372601519313
"374",0.363347221405362
"375",0.213204490654213
"376",0.422177004223102
"377",0.288273305738981
"378",0.430639593441748
"379",0.511450225805225
"380",0.435361198149235
"381",0.633711629468409
"382",0.373230320855177
"383",0.285413221475029
"384",0.475480965136469
"385",0.358146061787438
"386",0.392362512774837
"387",0.657158640210334
"388",0.496426588515925
"389",0.310686977194368
"390",0.439207097874788
"391",0.327561645454891
"392",0.658544601202477
"393",0.246987543046262
"394",0.398229549715811
"395",0.293095469738972
"396",0.330276156576773
"397",0.212677145625777
"398",0.28631968843878
"399",0.378381605204276
"400",0.354274699149986
"401",0.293117778850638
"402",0.525175631004747
"403",0.713013066993631
"404",0.253331078871442
"405",0.280710874161986
"406",0.737210815615563
"407",0.563185118871685
"408",0.708366078971646
"409",0.414513809110806
"410",0.638341625697056
"411",0.223030519385131
"412",0.45124749447852
"413",0.418296063660543
"414",0.208781135704937
"415",0.533340537159734
"416",0.298397572615576
"417",0.670795057755943
"418",0.336548762707871
"419",0.29578241767375
"420",0.666152416516121
"421",0.420225927627279
"422",0.487293447170265
"423",0.225619398768509
"424",0.802583659265019
"425",0.203700327139635
"426",0.562049983098378
"427",0.573914014025096
"428",0.355049452529905
"429",0.337989677685765
"430",0.573985633897452
"431",0.414675099172339
"432",0.450107355118461
"433",0.409829981195036
"434",0.425970502830541
"435",0.496225596366602
"436",0.335565528548647
"437",0.535982698608473
"438",0.475563606775539
"439",0.498454770815245
"440",0.738932721481402
"441",0.302580120926335
"442",0.509110375744315
"443",0.264496377334728
"444",0.540256860719308
"445",0.378724442752334
"446",0.237536723623481
"447",0.520992084664392
"448",0.598686373189203
"449",0.229879466689803
"450",0.376418083311153
"451",0.451870484928931
"452",0.57178053326753
"453",0.385180324022335
"454",0.398789384103323
"455",0.315712789909178
"456",0.238485473654784
"457",0.338445870096844
"458",0.328191184349298
"459",0.341142946235244
"460",0.681511348579279
"461",0.429268572073514
