"ID","Class"
1,0.383012908177447
2,0.665918689339264
3,0.391236322276071
4,0.42512823784114
5,0.289290666573752
6,0.246550173489251
7,0.276121727686485
8,0.386236957314013
9,0.384623947355678
10,0.253771465390715
11,0.501374550029676
12,0.533396639770168
13,0.293360888518592
14,0.610878096758931
15,0.318745690263218
16,0.341925815288027
17,0.340385867594384
18,0.572922452921878
19,0.295748980406489
20,0.31779911547649
21,0.31551217749923
22,0.278899480410938
23,0.512182661056902
24,0.470167016442444
25,0.276217584742587
26,0.300667472103263
27,0.396905805298758
28,0.363612610907832
29,0.376592139822432
30,0.615075652965816
31,0.287010854032316
32,0.275374437143467
33,0.326220911427456
34,0.349193085150113
35,0.315112910145288
36,0.228415631771749
37,0.353828620002263
38,0.299383040036477
39,0.431827658709685
40,0.34838489947247
41,0.321894683329254
42,0.466494712315103
43,0.382882542688328
44,0.412363105832562
45,0.289191489740647
46,0.458987554803421
47,0.409385818128018
48,0.558174807199123
49,0.411521683269635
50,0.406938366512565
51,0.352651490201765
52,0.579816149227474
53,0.264364487637726
54,0.629431183369746
55,0.528037067517046
56,0.487819499016518
57,0.336838788244925
58,0.330112060583857
59,0.364148405361383
60,0.503537266480098
61,0.439692477276052
62,0.507884957600162
63,0.350219300015
64,0.397319693992475
65,0.385184901454624
66,0.571509586807298
67,0.298003587916039
68,0.349060937069853
69,0.223755181785402
70,0.43343044972645
71,0.32478782361081
72,0.394339155315294
73,0.391763857712297
74,0.299301285963299
75,0.265543130056086
76,0.58972192494846
77,0.314765138592459
78,0.553289016264216
79,0.283016573590901
80,0.295995684052153
81,0.390627498022019
82,0.764283860463605
83,0.395799075006429
84,0.325916995873616
85,0.367916954212255
86,0.51737629600104
87,0.651357132470688
88,0.258913261930766
89,0.354955318794744
90,0.29286251515052
91,0.576801580790433
92,0.587277092224821
93,0.412815590494925
94,0.407998888698674
95,0.409509730233447
96,0.393898255190149
97,0.528784129873178
98,0.482889995858607
99,0.396172809816369
100,0.320193400390118
101,0.265181439018497
