"ID","Class"
1,0.313527797071359
2,0.677671190154173
3,0.555222647205675
4,0.449179933050061
5,0.259423852247749
6,0.20190774943725
7,0.270499928122563
8,0.408924697481269
9,0.381847450016332
10,0.208172483518431
11,0.522595144528594
12,0.590340740206386
13,0.290255549879474
14,0.611607157932384
15,0.286637940168448
16,0.362898909324424
17,0.417996166358386
18,0.561286780221927
19,0.356981660509952
20,0.429419658154529
21,0.429838318447374
22,0.435201264278368
23,0.569701307644469
24,0.396122203030591
25,0.244730040626961
26,0.57475411596508
27,0.423678198950355
28,0.367467732422257
29,0.368063726256019
30,0.433869315563294
31,0.495842946697254
32,0.227005188810759
33,0.386599982118916
34,0.236292003429594
35,0.442255318939973
36,0.337665912693957
37,0.355146944356146
38,0.347618247728378
39,0.479189936871876
40,0.428522633939008
41,0.389742265945283
42,0.51437777923087
43,0.420698603912448
44,0.534507036450733
45,0.238209031796988
46,0.499982178749476
47,0.410392230766818
48,0.547210721444112
49,0.504619768893852
50,0.376697020465478
51,0.399664087026316
52,0.604982953488012
53,0.400277148543757
54,0.791680593677838
55,0.594341720023794
56,0.582165872163725
57,0.275775139174743
58,0.315467012740971
59,0.465441288042637
60,0.428939039767715
61,0.382413562851545
62,0.584521601843616
63,0.397987214964656
64,0.283206881250545
65,0.477711378696148
66,0.559271201992785
67,0.317716561629548
68,0.322585701879472
69,0.268450957789387
70,0.551778278926924
71,0.370458881326437
72,0.473811941108728
73,0.325191470096821
74,0.264091045082146
75,0.266113272199737
76,0.576594821888388
77,0.184701436865414
78,0.580398497806937
79,0.333498893066383
80,0.392841749633472
81,0.262000517084488
82,0.767432690010735
83,0.409099709044745
84,0.301989344422303
85,0.28215477352911
86,0.494199148167281
87,0.576462259127441
88,0.32120784881331
89,0.317415070020153
90,0.310190817426112
91,0.557076103594198
92,0.502829250762605
93,0.491077870940067
94,0.485205743004902
95,0.476840557760417
96,0.380653033564959
97,0.593586274885415
98,0.508549750632318
99,0.396431590815694
100,0.295729609448184
101,0.223016166733262
102,0.365668874152514
103,0.487583114441548
104,0.368219136027302
105,0.402263376697487
106,0.474124530688764
107,0.329285086851705
108,0.508342344804795
109,0.393343483042394
110,0.334993381630273
111,0.340831001251311
112,0.393522516729654
113,0.428829187366688
114,0.24948250862865
115,0.407476293750615
116,0.202319455180562
117,0.224819276002818
118,0.507903738046401
119,0.511276420232001
120,0.595347525059606
121,0.494477548063719
122,0.382951422679542
123,0.353582178385755
124,0.391803474960301
125,0.323212654030519
126,0.446663159250265
127,0.365275159130185
128,0.276183227262685
129,0.603261975337802
130,0.248768661129222
131,0.179848997599947
132,0.42951080449519
133,0.425768999939845
134,0.482028766609739
135,0.555823517860747
136,0.453975533745491
137,0.350430751214942
138,0.463916611470683
139,0.436348586915087
140,0.418867751914944
141,0.408181536949372
142,0.391775341005189
143,0.33286560474037
144,0.604314785406175
145,0.675734825993895
146,0.349907321083647
147,0.458806856153632
148,0.561506711404779
149,0.34004861373749
150,0.57459155120435
151,0.26070540253359
152,0.47439246656892
153,0.415542425906411
154,0.397100146526037
155,0.405462576931909
156,0.76550769812378
157,0.617033726744009
158,0.276457998513363
159,0.36345118455513
160,0.23369515087945
161,0.377940600170608
162,0.273172207596167
163,0.483586265615117
164,0.535802603796741
165,0.629413280625003
166,0.459936264632272
167,0.277809191934853
168,0.394020747041061
169,0.274752468686981
170,0.38412395377624
171,0.586142862182978
172,0.503898102279201
173,0.372129591647483
174,0.456835780897194
175,0.24916448976691
176,0.220214366937708
177,0.448865565226442
178,0.721099706249207
179,0.281667428967868
180,0.521853565601958
181,0.197373787851551
182,0.556016197965135
183,0.43287207892055
184,0.458469561488092
185,0.355446780537616
186,0.481917195558464
187,0.455605551604008
188,0.483068196771223
189,0.452337451906608
190,0.476979545588005
191,0.276675062524691
192,0.554681096087241
193,0.315303402386019
194,0.237958467799865
195,0.714558112664912
196,0.388345076567507
197,0.752509107023764
198,0.484700180675937
199,0.457135464301185
200,0.576697786863236
201,0.488871156107679
202,0.494494211864603
203,0.544683318896309
204,0.156385275891796
205,0.264072421013741
206,0.36185648476362
207,0.395303621418958
208,0.569258335433314
209,0.474215886062052
210,0.331420206405791
211,0.357222819658039
212,0.390396225040623
213,0.274773850236336
214,0.300592617584526
215,0.438578576352022
216,0.532968118749144
217,0.412406709697433
218,0.426819168676208
219,0.193146228652674
220,0.424834598955806
221,0.469776888476371
222,0.47848296084341
223,0.283366940072778
224,0.288937961087724
225,0.610407893340866
226,0.297671593149723
227,0.630311131865584
228,0.528170509319685
229,0.468260498367379
230,0.479226154314109
231,0.508837273113097
232,0.753288021935606
233,0.530925868623604
234,0.614653539743001
235,0.327999004612247
236,0.449126232481683
237,0.411518590191352
238,0.639889200683615
239,0.653500055661922
240,0.572686981804706
241,0.613473224813969
242,0.30080377155637
243,0.293925979161124
244,0.348538035620639
245,0.664590836526914
246,0.450751388573678
247,0.242393921915649
248,0.34861230995288
249,0.310045395463437
250,0.545163595187497
251,0.266964172604881
252,0.404961731654442
253,0.490090852733518
254,0.322516569358815
255,0.422020412578826
256,0.361714986895448
257,0.509830829013706
258,0.424953444451719
259,0.450297274318647
260,0.382153294872206
261,0.517847889659672
262,0.507164330393901
263,0.413195906287333
264,0.437514575099638
265,0.553379127461512
266,0.367256981783521
267,0.282142322191378
268,0.660863832652306
269,0.559477713241541
270,0.544379775018823
271,0.270436273889021
272,0.515028931836492
273,0.478373074029594
274,0.455311135717622
275,0.554395216994219
276,0.277697138443282
277,0.454625271216254
278,0.495449532721589
279,0.54249964382002
280,0.413338047072172
281,0.273282934489892
282,0.299721008304193
283,0.590748457164589
284,0.334001348608551
285,0.368417937214283
286,0.304287729358105
287,0.237889510742595
288,0.332607200732861
289,0.543960989470413
290,0.258525055686064
291,0.258291429798646
292,0.269154323928408
293,0.277799042518005
294,0.541725518904758
295,0.504108155209963
296,0.411479719524521
297,0.466346084811067
298,0.319033390878679
299,0.530266447908414
300,0.302676073176512
301,0.606103154574218
302,0.657947637456871
303,0.613272409439189
304,0.392354144100865
305,0.42061432628136
306,0.471181371847977
307,0.632179313035421
308,0.713548856620225
309,0.325249081960353
310,0.294470577866293
311,0.715612279361709
312,0.38214387838904
313,0.578017799592916
314,0.303194319043854
315,0.723216727385096
316,0.235712464272716
317,0.548743559650761
318,0.452896135170229
319,0.463667392090459
320,0.231989303615529
321,0.460536279268338
322,0.725337451156946
323,0.594665022909444
324,0.388171974824171
325,0.709977242043523
326,0.597505311640302
327,0.407698994097293
328,0.629216418893034
329,0.382240569418776
330,0.252465110251397
331,0.365466415702812
332,0.46234828831124
333,0.562597687442907
334,0.364752137141316
335,0.583862412805452
336,0.692540457814438
337,0.493899365516513
338,0.478972653687267
339,0.243754720934714
340,0.730264641322273
341,0.39560853330145
342,0.558132321057234
343,0.480230723399614
344,0.667204519140627
345,0.472318982873045
346,0.347399560988051
347,0.413025835944886
348,0.406438429962052
349,0.511703253080158
350,0.294898261571979
351,0.392446402469948
352,0.708637273029312
353,0.487660130850152
354,0.670353968933624
355,0.722232941344106
356,0.561295604606812
357,0.248584908064376
358,0.491866010626772
359,0.476982431174413
360,0.489520074368636
361,0.374347169632571
362,0.509546490358554
363,0.465144896299912
364,0.328328705942803
365,0.371943047472627
366,0.560707633848184
367,0.260653657456582
368,0.258451172828699
369,0.385366631675334
370,0.51386255828677
371,0.645374433130728
372,0.288714905452756
373,0.437324967210071
374,0.336335772396635
375,0.181846526059882
376,0.399315729954126
377,0.314805947215594
378,0.499069944598655
379,0.563955116365391
380,0.418327201040205
381,0.625959983726899
382,0.529757171970176
383,0.27877961508656
384,0.430983502800647
385,0.375885766937543
386,0.372048747193513
387,0.690761429748745
388,0.465452770083866
389,0.322310674299769
390,0.375177765518305
391,0.333734966916871
392,0.622971298123093
393,0.263737639757577
394,0.478092946453292
395,0.287070632123089
396,0.326034946855707
397,0.226068300959547
398,0.276771620256208
399,0.354178548897204
400,0.355162600650118
401,0.289613260558736
402,0.522879182403311
403,0.696267183128014
404,0.318375480907561
405,0.27214925343958
406,0.772157460133404
407,0.569467688167163
408,0.719161893362259
409,0.447704347354589
410,0.638130238910141
411,0.189686499763847
412,0.524762730596438
413,0.429618417523122
414,0.209483392394713
415,0.513480502863499
416,0.338689680805502
417,0.6896464501188
418,0.400189770702046
419,0.265834200285254
420,0.612351186412836
421,0.545117908561856
422,0.564978721643667
423,0.223946141317772
424,0.799499991268014
425,0.199125399487418
426,0.499036231271942
427,0.539245428962255
428,0.43540173174306
429,0.323217499469491
430,0.596764822035257
431,0.450616928606523
432,0.397374912168308
433,0.470707123376262
434,0.460586532144557
435,0.526510692771862
436,0.302807253798875
437,0.596448045193725
438,0.478818507385942
439,0.485867871103503
440,0.766296089825552
441,0.322933873631507
442,0.486493926598214
443,0.255260387774474
444,0.562384031481452
445,0.375992670713779
446,0.247168247481405
447,0.507923046044977
448,0.727900829248558
449,0.283094215599764
450,0.424583676553004
451,0.439332574564909
452,0.624027911828991
453,0.393085487120403
454,0.511789792777091
455,0.274499502398514
456,0.219640856996853
457,0.413603227633501
458,0.328316003592361
459,0.374817625979504
460,0.673295205986645
461,0.466835306403036
462,0.289970714431427
463,0.520462050380262
464,0.165557634504058
465,0.321883306414733
466,0.556054541935778
467,0.632808142817924
468,0.505463773561825
469,0.44086163670831
470,0.331515572938993
471,0.53402711181021
472,0.521359512929189
473,0.38542931450597
474,0.551746008478321
475,0.259382867825745
476,0.618519691225731
477,0.510270412506066
478,0.41422488715202
