ID,Class
1,0.422514766
2,0.691828966
3,0.430789202
4,0.433719009
5,0.345810235
6,0.142747357
7,0.245955631
8,0.291767716
9,0.409808815
10,0.188385069
11,0.430135876
12,0.586042702
13,0.256013066
14,0.629928052
15,0.42066142
16,0.393873572
17,0.299447805
18,0.616447806
19,0.419347197
20,0.426520675
21,0.341610104
22,0.316163957
23,0.505615234
24,0.536741674
25,0.180536553
26,0.339572459
27,0.38563773
28,0.35982576
29,0.466553003
30,0.42199859
31,0.320777833
32,0.21575895
33,0.379869968
34,0.285154194
35,0.452663124
36,0.292590618
37,0.385569781
38,0.242187813
39,0.417684525
40,0.325059086
41,0.366160244
42,0.501212597
43,0.420324087
44,0.518681645
45,0.429234535
46,0.46669367
47,0.503698468
48,0.497355819
49,0.442873269
50,0.389069796
51,0.386358649
52,0.539999127
53,0.384914845
54,0.750868082
55,0.510066926
56,0.488201201
57,0.321965873
58,0.323953837
59,0.467572659
60,0.457755178
61,0.462913424
62,0.514805675
63,0.40028441
64,0.426356643
65,0.358879596
66,0.496746153
67,0.329758972
68,0.388415903
69,0.235371754
70,0.335233569
71,0.431408376
72,0.449919075
73,0.350357771
74,0.18203871
75,0.254746914
76,0.572075129
77,0.182433099
78,0.604017675
79,0.29173708
80,0.380775988
81,0.407897115
82,0.788011014
83,0.478257567
84,0.335981846
85,0.336589783
86,0.491749942
87,0.587627232
88,0.326604962
89,0.383808732
90,0.288171977
91,0.537764311
92,0.454093337
93,0.45313248
94,0.529260278
95,0.511837244
96,0.403028429
97,0.547039986
98,0.594421804
99,0.421083838
100,0.337528735
101,0.196434468
102,0.342533916
103,0.615530014
104,0.408778459
105,0.407853127
106,0.418241054
107,0.420857787
108,0.406621307
109,0.479263902
110,0.309760958
111,0.33687371
112,0.359933704
113,0.356867582
114,0.195237264
115,0.427946001
116,0.199772716
117,0.235135958
118,0.466286302
119,0.361332774
120,0.615057647
121,0.459490627
122,0.379192948
123,0.418171287
124,0.296105266
125,0.202952728
126,0.411305457
127,0.412803471
128,0.258521765
129,0.546110332
130,0.356951207
131,0.210084781
132,0.442715824
133,0.412746519
134,0.434614718
135,0.534214139
136,0.502166629
137,0.264021426
138,0.445362955
139,0.426901788
140,0.380131274
141,0.417217642
142,0.394328833
143,0.353850991
144,0.642695248
145,0.593798518
146,0.313407928
147,0.451784849
148,0.449148208
149,0.360409677
150,0.58403033
151,0.209182292
152,0.430097252
153,0.429873228
154,0.386679858
155,0.428772151
156,0.72653389
157,0.625047088
158,0.212524176
159,0.320899576
160,0.238592803
161,0.440510869
162,0.273923188
163,0.540175617
164,0.629704297
165,0.543984115
166,0.462617308
167,0.41726467
168,0.416358829
169,0.334706157
170,0.317703307
171,0.615466177
172,0.464223206
173,0.403628498
174,0.38977474
175,0.22966063
176,0.268407315
177,0.542746544
178,0.640033305
179,0.289101571
180,0.390082538
181,0.205053747
182,0.603265941
183,0.423334718
184,0.473011553
185,0.26775831
186,0.423424989
187,0.326179624
188,0.405154496
189,0.445341289
190,0.423315167
191,0.31708923
192,0.469735175
193,0.284466565
194,0.234094113
195,0.58868897
196,0.341331214
197,0.767723143
198,0.553139269
199,0.432136327
200,0.588683844
201,0.513192296
202,0.439059526
203,0.493434399
204,0.102352209
205,0.199528456
206,0.387603611
207,0.337870002
208,0.749783039
209,0.452709496
210,0.222272113
211,0.27516222
212,0.361457914
213,0.351982325
214,0.208667666
215,0.387373835
216,0.40907675
217,0.36831525
218,0.411761463
219,0.224583581
220,0.365508288
221,0.55509758
222,0.404931098
223,0.27844888
224,0.338594764
225,0.615049899
226,0.305317819
227,0.672137737
228,0.529431939
229,0.209081218
230,0.397258341
231,0.518222153
232,0.728720605
233,0.504626453
234,0.501024008
235,0.336617827
236,0.459828138
237,0.477470577
238,0.645232737
239,0.657935083
240,0.517504036
241,0.616468608
242,0.261314541
243,0.262435943
244,0.36208722
245,0.592798054
246,0.494546771
247,0.216170177
248,0.363208741
249,0.30785203
250,0.485492408
251,0.233632848
252,0.333175153
253,0.413450718
254,0.346345544
255,0.502182841
256,0.35078916
257,0.515122354
258,0.382719427
259,0.443018764
260,0.347742856
261,0.461348057
262,0.496804237
263,0.369409114
264,0.473783195
265,0.560584962
266,0.294071496
267,0.198788494
268,0.663268745
269,0.48636502
270,0.449213803
271,0.176155329
272,0.451483756
273,0.45770666
274,0.442923307
275,0.544754267
276,0.159627184
277,0.326398075
278,0.434408903
279,0.508271813
280,0.637548864
281,0.23830241
282,0.395521194
283,0.563510239
284,0.363145411
285,0.331816494
286,0.357575297
287,0.211907059
288,0.423579395
289,0.50590688
290,0.298195809
291,0.198897734
292,0.231415495
293,0.289832205
294,0.450781524
295,0.547765732
296,0.295054138
297,0.401429623
298,0.247405782
299,0.483250886
300,0.335067987
301,0.632602513
302,0.69050777
303,0.709553421
304,0.370842397
305,0.405213088
306,0.407553345
307,0.526712596
308,0.682953119
309,0.191600218
310,0.350879222
311,0.73083818
312,0.417214811
313,0.594611824
314,0.254374534
315,0.670716882
316,0.282164305
317,0.593712687
318,0.45795095
319,0.495740712
320,0.264667928
321,0.352754682
322,0.75956285
323,0.544196069
324,0.408276141
325,0.749608636
326,0.483181179
327,0.339624375
328,0.671441257
329,0.480780393
330,0.255464345
331,0.470616013
332,0.452162743
333,0.602326572
334,0.161852568
335,0.560024559
336,0.697789073
337,0.431470931
338,0.505974591
339,0.117645234
340,0.817363501
341,0.448760688
342,0.550217748
343,0.430690914
344,0.666928291
